uuid,title,position,salary minimum,salary maximum,type,employmentType,categories,updatedAt,newPostingDate,skills,scrape_date,title_clean,salary midpoint,role,posting_month,scrape_month,active_month
00c329e81e80195256e8757a8b9acea5,R&D Systems engineer,Executive,6000,12000,Monthly,['Permanent'],Design,2026-03-12T00:41:24,2026-03-12,"['Liaising with cross functional teams', 'Requirement Reviews', 'Design Concepts Generation', 'Electrical', 'Marketing', 'development of components', 'Design Standards and Specification', 'Skilled Communicator', 'Engineering Analysis', 'System Integration Testing', 'System Architecture', 'System Study', 'Electrical Engineering', 'Algorithms']",2026-04-05,R&D Systems Engineer,9000,R&D Systems Engineer,2026-03,2026-04,2026-03
00c329e81e80195256e8757a8b9acea5,R&D Systems engineer,Executive,6000,12000,Monthly,['Permanent'],Design,2026-03-12T00:41:24,2026-03-12,"['Liaising with cross functional teams', 'Requirement Reviews', 'Design Concepts Generation', 'Electrical', 'Marketing', 'development of components', 'Design Standards and Specification', 'Skilled Communicator', 'Engineering Analysis', 'System Integration Testing', 'System Architecture', 'System Study', 'Electrical Engineering', 'Algorithms']",2026-04-05,R&D Systems Engineer,9000,R&D Systems Engineer,2026-03,2026-04,2026-04
0366fef1f0631c8dd5a36c949a29c7b7,Product Manager (Cross-border Payment),Executive,7500,10000,Monthly,"['Permanent', 'Full Time']",Banking and Finance,2026-03-24T08:29:28,2026-03-24,"['Cross-functional Team Leadership', 'card design', 'Scalability', 'Financial Management', 'Cost Management', 'Payment Solutions', 'International Payments', 'Agile Methodology', 'Collections', 'Banking', 'producing documentation', 'Global Alliances', 'Product Strategy', 'Able To Work Independently']",2026-04-05,Product Manager,8750,Product Manager,2026-03,2026-04,2026-03
0366fef1f0631c8dd5a36c949a29c7b7,Product Manager (Cross-border Payment),Executive,7500,10000,Monthly,"['Permanent', 'Full Time']",Banking and Finance,2026-03-24T08:29:28,2026-03-24,"['Cross-functional Team Leadership', 'card design', 'Scalability', 'Financial Management', 'Cost Management', 'Payment Solutions', 'International Payments', 'Agile Methodology', 'Collections', 'Banking', 'producing documentation', 'Global Alliances', 'Product Strategy', 'Able To Work Independently']",2026-04-05,Product Manager,8750,Product Manager,2026-03,2026-04,2026-04
03629f2838ff6b88e00c016ca12daf19,INVESTMENT RELATIONSHIP MANAGER,Executive,5000,10000,Monthly,['Full Time'],Banking and Finance,2026-03-31T07:55:04,2026-03-31,"['Wealth Management', 'Referrals', 'Microsoft Excel', 'Tolerance', 'Relationship Management', 'Private Banking', 'Securities', 'Trend Analysis', 'Compliance', 'Financial Analysis', 'Communication Skills', 'Banking', 'Team Player', 'Customer Service', 'KYC', 'Financial Services']",2026-04-05,Investment Relationship Manager,7500,Investment Relationship Manager,2026-03,2026-04,2026-03
03629f2838ff6b88e00c016ca12daf19,INVESTMENT RELATIONSHIP MANAGER,Executive,5000,10000,Monthly,['Full Time'],Banking and Finance,2026-03-31T07:55:04,2026-03-31,"['Wealth Management', 'Referrals', 'Microsoft Excel', 'Tolerance', 'Relationship Management', 'Private Banking', 'Securities', 'Trend Analysis', 'Compliance', 'Financial Analysis', 'Communication Skills', 'Banking', 'Team Player', 'Customer Service', 'KYC', 'Financial Services']",2026-04-05,Investment Relationship Manager,7500,Investment Relationship Manager,2026-03,2026-04,2026-04
02f86722ad8ec995f66aa99aa3c770e3,Commercial & Investment Banking - Business Management- Associate,Executive,5000,10000,Monthly,"['Permanent', 'Full Time']",Banking and Finance,2026-03-30T10:53:39,2026-03-30,"['Multi Tasking', 'sales support materials', 'Business Financial Management', 'Collaborative', 'Process Improvement', 'Engaging with stakeholders', 'Critical Thinking', 'Fast-paced', 'Achieving Results', 'Results Oriented', 'Root Cause Problem Solving', 'Priority Management', 'Accounting', 'Project Management', 'Financial Analysis', 'Finance', 'Professional Communication', 'Team Work', 'collaborative culture']",2026-04-05,Commercial & Investment Banking - Business Management- Associate,7500,Commercial & Investment Banking - Business Management- Associate,2026-03,2026-04,2026-03
02f86722ad8ec995f66aa99aa3c770e3,Commercial & Investment Banking - Business Management- Associate,Executive,5000,10000,Monthly,"['Permanent', 'Full Time']",Banking and Finance,2026-03-30T10:53:39,2026-03-30,"['Multi Tasking', 'sales support materials', 'Business Financial Management', 'Collaborative', 'Process Improvement', 'Engaging with stakeholders', 'Critical Thinking', 'Fast-paced', 'Achieving Results', 'Results Oriented', 'Root Cause Problem Solving', 'Priority Management', 'Accounting', 'Project Management', 'Financial Analysis', 'Finance', 'Professional Communication', 'Team Work', 'collaborative culture']",2026-04-05,Commercial & Investment Banking - Business Management- Associate,7500,Commercial & Investment Banking - Business Management- Associate,2026-03,2026-04,2026-04
01da8d56725ddea4bb391e04d4977dc8,"Locum Physiotherapist (Community Hospital, Bukit Batok / Jurong East)",Executive,5000,10000,Monthly,['Contract'],Healthcare / Pharmaceutical,2026-03-31T02:16:01,2026-03-31,"['Leadership', 'Work Well Independently', 'Quality Improvement', 'Interpersonal Skills', 'Treatment', 'Healthcare', 'Manual Therapy', 'Musculoskeletal', 'Team Player', 'Rehabilitation', 'Medical Malpractice', 'Injury Prevention']",2026-04-05,Locum Physiotherapist,7500,Locum Physiotherapist,2026-03,2026-04,2026-03
01da8d56725ddea4bb391e04d4977dc8,"Locum Physiotherapist (Community Hospital, Bukit Batok / Jurong East)",Executive,5000,10000,Monthly,['Contract'],Healthcare / Pharmaceutical,2026-03-31T02:16:01,2026-03-31,"['Leadership', 'Work Well Independently', 'Quality Improvement', 'Interpersonal Skills', 'Treatment', 'Healthcare', 'Manual Therapy', 'Musculoskeletal', 'Team Player', 'Rehabilitation', 'Medical Malpractice', 'Injury Prevention']",2026-04-05,Locum Physiotherapist,7500,Locum Physiotherapist,2026-03,2026-04,2026-04
0099641189be460ed0a611ae805a3f04,Management Associate,Executive,5000,10000,Monthly,['Full Time'],General Management,2026-03-25T04:18:23,2026-03-25,"['Negotiation', 'Wealth Management', 'Excellent Communication Skills', 'Product Design', 'Campaign Development', 'Strategic Analysis', 'Stakeholder Engagement', 'Strategic Leadership', 'Time Management', 'Presentation Skills', 'Administrative Management']",2026-04-05,Management Associate,7500,Management Associate,2026-03,2026-04,2026-03
0099641189be460ed0a611ae805a3f04,Management Associate,Executive,5000,10000,Monthly,['Full Time'],General Management,2026-03-25T04:18:23,2026-03-25,"['Negotiation', 'Wealth Management', 'Excellent Communication Skills', 'Product Design', 'Campaign Development', 'Strategic Analysis', 'Stakeholder Engagement', 'Strategic Leadership', 'Time Management', 'Presentation Skills', 'Administrative Management']",2026-04-05,Management Associate,7500,Management Associate,2026-03,2026-04,2026-04
01a2f841699d3f3d198f4399c1aeb834,Senior/Building Engineer,Executive,5800,8000,Monthly,['Permanent'],Building and Construction,2026-03-25T09:53:45,2026-03-25,"['Construction Management', 'Construction', 'Bidding', 'Tender Process', 'Interpersonal Skills', 'Architectural', 'Architects', 'Building Services', 'Estimates', 'Attention to Detail', 'Technical Engineering', 'Civil Engineering', 'Able To Work Independently']",2026-04-05,Senior/Building Engineer,6900,Building Engineer,2026-03,2026-04,2026-03
01a2f841699d3f3d198f4399c1aeb834,Senior/Building Engineer,Executive,5800,8000,Monthly,['Permanent'],Building and Construction,2026-03-25T09:53:45,2026-03-25,"['Construction Management', 'Construction', 'Bidding', 'Tender Process', 'Interpersonal Skills', 'Architectural', 'Architects', 'Building Services', 'Estimates', 'Attention to Detail', 'Technical Engineering', 'Civil Engineering', 'Able To Work Independently']",2026-04-05,Senior/Building Engineer,6900,Building Engineer,2026-03,2026-04,2026-04
0374cc0d5a12cb07b3ed71f663ac39cb,Business Analyst (JD#10926),Executive,6000,7500,Monthly,['Contract'],Information Technology,2026-03-26T03:50:51,2026-03-26,"['UAT', 'Business Rules', 'Entity Relationship Diagrams', 'Data modelling', 'Data Analysis', 'data-flow diagrams', 'GRC', 'Entity Relationship Modelling', 'Business Analysis', 'Functional Specifications', 'Agile', 'ERD', 'Risk Management', 'requirements from stakeholders', 'Regulations', 'Control', 'Stakeholder Management', 'Metadata Management', 'Data Validation', 'Business Requirements']",2026-04-05,Business Analyst,6750,Business Analyst,2026-03,2026-04,2026-03
0374cc0d5a12cb07b3ed71f663ac39cb,Business Analyst (JD#10926),Executive,6000,7500,Monthly,['Contract'],Information Technology,2026-03-26T03:50:51,2026-03-26,"['UAT', 'Business Rules', 'Entity Relationship Diagrams', 'Data modelling', 'Data Analysis', 'data-flow diagrams', 'GRC', 'Entity Relationship Modelling', 'Business Analysis', 'Functional Specifications', 'Agile', 'ERD', 'Risk Management', 'requirements from stakeholders', 'Regulations', 'Control', 'Stakeholder Management', 'Metadata Management', 'Data Validation', 'Business Requirements']",2026-04-05,Business Analyst,6750,Business Analyst,2026-03,2026-04,2026-04
022237a7e613d6a645f2ce3cdc266066,DEMI CHEF,Junior Executive,4200,8900,Monthly,['Full Time'],F&B,2026-03-31T08:54:15,2026-03-31,"['Recipes', 'Team Collaboration', 'Certifications', 'Quality Assurance', 'Assisting the Head Chef', 'Sanitation', 'Training and Development', 'ensure service performance', 'Team Building', 'Friendly Personality', 'Culinary Skills', 'Food inspection']",2026-04-05,Demi Chef,6550,Demi Chef,2026-03,2026-04,2026-03
022237a7e613d6a645f2ce3cdc266066,DEMI CHEF,Junior Executive,4200,8900,Monthly,['Full Time'],F&B,2026-03-31T08:54:15,2026-03-31,"['Recipes', 'Team Collaboration', 'Certifications', 'Quality Assurance', 'Assisting the Head Chef', 'Sanitation', 'Training and Development', 'ensure service performance', 'Team Building', 'Friendly Personality', 'Culinary Skills', 'Food inspection']",2026-04-05,Demi Chef,6550,Demi Chef,2026-03,2026-04,2026-04
025ac298ab34725a34e65487dbf820de,Finance Executive (Assistant Manager),Executive,6000,7000,Monthly,['Full Time'],Accounting / Auditing / Taxation,2026-03-31T02:11:38,2026-03-31,"['Cost Accounting', 'Production Planning', 'Cash Flow Management', 'Finance Business Partnering', 'Financial Accounting', 'Chemistry', 'SAP', 'financial performance reporting', 'Finance', 'Chemical Industry', 'Senior Management Review', 'Indonesian Language', 'Financial Reporting']",2026-04-05,Finance Executive,6500,Finance Executive,2026-03,2026-04,2026-03
025ac298ab34725a34e65487dbf820de,Finance Executive (Assistant Manager),Executive,6000,7000,Monthly,['Full Time'],Accounting / Auditing / Taxation,2026-03-31T02:11:38,2026-03-31,"['Cost Accounting', 'Production Planning', 'Cash Flow Management', 'Finance Business Partnering', 'Financial Accounting', 'Chemistry', 'SAP', 'financial performance reporting', 'Finance', 'Chemical Industry', 'Senior Management Review', 'Indonesian Language', 'Financial Reporting']",2026-04-05,Finance Executive,6500,Finance Executive,2026-03,2026-04,2026-04
031b4603270bddf1a89b92f49db3151b,Education Consultant,Fresh/entry level,5000,8000,Monthly,['Full Time'],Consulting,2026-04-01T09:53:01,2026-04-01,"['Assisting students', 'Interpersonal Skills', 'producing promotional material', 'Counseling', 'International Education', 'ESL', 'Enrollment Management', 'Consulting', 'Scheduling', 'Education Management']",2026-04-05,Education Consultant,6500,Education Consultant,2026-04,2026-04,2026-04
0005a2c3a92672a219fa8bd693d3aaae,Operations Engineer (Processing) APAC,Executive,6000,7000,Monthly,['Full Time'],Engineering,2026-03-16T03:29:02,2026-03-16,"['Factory', 'Water', 'Interpersonal Skills', 'Food Quality', 'Manufacturing Processes', 'ISO', 'GMP', 'Selling', 'Food Manufacturing', 'Trials', 'Audits', 'HACCP', 'Manufacturing', 'Technical Support']",2026-04-05,Operations Engineer Apac,6500,Operations Engineer Apac,2026-03,2026-04,2026-03
0005a2c3a92672a219fa8bd693d3aaae,Operations Engineer (Processing) APAC,Executive,6000,7000,Monthly,['Full Time'],Engineering,2026-03-16T03:29:02,2026-03-16,"['Factory', 'Water', 'Interpersonal Skills', 'Food Quality', 'Manufacturing Processes', 'ISO', 'GMP', 'Selling', 'Food Manufacturing', 'Trials', 'Audits', 'HACCP', 'Manufacturing', 'Technical Support']",2026-04-05,Operations Engineer Apac,6500,Operations Engineer Apac,2026-03,2026-04,2026-04
01751ee3515a2f130cea9732703bace5,Oil Broker,Executive,5000,8000,Monthly,['Full Time'],Others,2026-03-17T02:11:56,2026-03-17,"['Negotiation', 'Commodity', 'Brokerage', 'Ability To Work Independently', 'FINRA', 'Attention to Detail', 'Pressure', 'Financial Regulation', 'Business Development', 'Pricing']",2026-04-05,Oil Broker,6500,Oil Broker,2026-03,2026-04,2026-03
01751ee3515a2f130cea9732703bace5,Oil Broker,Executive,5000,8000,Monthly,['Full Time'],Others,2026-03-17T02:11:56,2026-03-17,"['Negotiation', 'Commodity', 'Brokerage', 'Ability To Work Independently', 'FINRA', 'Attention to Detail', 'Pressure', 'Financial Regulation', 'Business Development', 'Pricing']",2026-04-05,Oil Broker,6500,Oil Broker,2026-03,2026-04,2026-04
01b2f54007c10b56fc8ddc0cc4c06ba7,Cybersecurity Analyst,Executive,6000,7000,Monthly,"['Contract', 'Full Time']",Information Technology,2026-03-13T01:55:24,2026-03-13,"['Security Operations', 'Remediation', 'ISO', 'Root Cause Analysis', 'Risk Management', 'Information Technology', 'ISO 27001', 'Phishing', 'Compliance', 'Web Security', 'Threat Intelligence', 'Network Security', 'DNS', 'Audit', 'CISSP', 'Firewalls']",2026-04-05,Cybersecurity Analyst,6500,Cybersecurity Analyst,2026-03,2026-04,2026-03
01b2f54007c10b56fc8ddc0cc4c06ba7,Cybersecurity Analyst,Executive,6000,7000,Monthly,"['Contract', 'Full Time']",Information Technology,2026-03-13T01:55:24,2026-03-13,"['Security Operations', 'Remediation', 'ISO', 'Root Cause Analysis', 'Risk Management', 'Information Technology', 'ISO 27001', 'Phishing', 'Compliance', 'Web Security', 'Threat Intelligence', 'Network Security', 'DNS', 'Audit', 'CISSP', 'Firewalls']",2026-04-05,Cybersecurity Analyst,6500,Cybersecurity Analyst,2026-03,2026-04,2026-04
013674d9234bd5b846f2caf43ffed3be,Sales Interior Designer (Leads Provided / Renovation Projects),Executive,5000,8000,Monthly,"['Freelance', 'Permanent', 'Full Time']",Design,2026-03-27T14:07:05,2026-03-26,"['Lead Generation', 'Teamwork', 'Design', 'Project Quality Management', 'Quality Management', 'Consultation', '3D', 'Monitoring and controlling the project', 'Interior Design', 'AutoCAD', 'Adobe Photoshop']",2026-04-05,Sales Interior Designer,6500,Sales Interior Designer,2026-03,2026-04,2026-03
013674d9234bd5b846f2caf43ffed3be,Sales Interior Designer (Leads Provided / Renovation Projects),Executive,5000,8000,Monthly,"['Freelance', 'Permanent', 'Full Time']",Design,2026-03-27T14:07:05,2026-03-26,"['Lead Generation', 'Teamwork', 'Design', 'Project Quality Management', 'Quality Management', 'Consultation', '3D', 'Monitoring and controlling the project', 'Interior Design', 'AutoCAD', 'Adobe Photoshop']",2026-04-05,Sales Interior Designer,6500,Sales Interior Designer,2026-03,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,Project Engineer,2026-04,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,New D&B Proj,2026-04,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,,2026-04,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,Upto $7.5K+Vb,2026-04,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,A1 Maincon Mnc,2026-04,2026-04,2026-04
0342574a1202436ceee7fd39d15102ef,Project Engineer/ Senior Engineer [Building]/ New D&B proj/ 5day/Upto $7.5K+VB/A1 Maincon MNC/ West,Executive,4500,7500,Monthly,['Permanent'],Building and Construction,2026-04-03T08:41:47,2026-04-03,"['Site Inspections', 'Building Construction Management', 'building project', 'Construction Management', 'Construction', 'site construction', 'Architectural', 'Residential Building Construction', 'building work', 'Civil Construction', 'Compliance', 'Project Management', 'Construction Drawings', 'Civil Engineering', 'Building Codes', 'Green Building', 'Building design', 'Scheduling', 'Construction Site Management']",2026-04-05,Project Engineer/ Senior Engineer / New D&B Proj/ /Upto $7.5K+Vb/A1 Maincon Mnc/ West,6000,West,2026-04,2026-04,2026-04
01e38c769febeeeb722f99c1e0c50703,Junior Sales Investment Manager,Junior Executive,4000,8000,Monthly,['Full Time'],Banking and Finance,2026-03-31T07:44:29,2026-03-31,"['Negotiation', 'Investment Strategies', 'Microsoft Excel', 'Ability To Work Independently', 'Strategy', 'Mentorship', 'Bloomberg Terminal', 'Financial Modelling', 'Presentation Skills', 'Real Estate']",2026-04-05,Junior Sales Investment Manager,6000,Junior Sales Investment Manager,2026-03,2026-04,2026-03
01e38c769febeeeb722f99c1e0c50703,Junior Sales Investment Manager,Junior Executive,4000,8000,Monthly,['Full Time'],Banking and Finance,2026-03-31T07:44:29,2026-03-31,"['Negotiation', 'Investment Strategies', 'Microsoft Excel', 'Ability To Work Independently', 'Strategy', 'Mentorship', 'Bloomberg Terminal', 'Financial Modelling', 'Presentation Skills', 'Real Estate']",2026-04-05,Junior Sales Investment Manager,6000,Junior Sales Investment Manager,2026-03,2026-04,2026-04
0077ac7ac4405e50750d00a5aee7a148,Sales Executive - Vehicle Leasing & Rental,Executive,5000,7000,Monthly,['Permanent'],Sales / Retail,2026-03-19T01:48:12,2026-03-19,"['Automobile', 'Sales', 'Product Marketing', 'Ability To Work Independently', 'Vehicle Leasing', 'Exceptional Customer Service', 'Relationship Management', 'Selling', 'Driving License', 'Automotive Industry', 'Communication Skills', 'Team Player', 'Customer Service']",2026-04-05,Sales Executive - Vehicle Leasing & Rental,6000,Sales Executive - Vehicle Leasing & Rental,2026-03,2026-04,2026-03
0077ac7ac4405e50750d00a5aee7a148,Sales Executive - Vehicle Leasing & Rental,Executive,5000,7000,Monthly,['Permanent'],Sales / Retail,2026-03-19T01:48:12,2026-03-19,"['Automobile', 'Sales', 'Product Marketing', 'Ability To Work Independently', 'Vehicle Leasing', 'Exceptional Customer Service', 'Relationship Management', 'Selling', 'Driving License', 'Automotive Industry', 'Communication Skills', 'Team Player', 'Customer Service']",2026-04-05,Sales Executive - Vehicle Leasing & Rental,6000,Sales Executive - Vehicle Leasing & Rental,2026-03,2026-04,2026-04
